,ts,ne,mf,score,mae,time
2435,0.2,3,,0.259217658567064,0.04164666808465109,1.0751602000091225
2436,0.2,4,sqrt,0.3084938270906581,0.03914626762954292,0.7113989000208676
2437,0.2,4,log2,0.3200313555494898,0.038708748546383696,0.6564845000393689
2438,0.2,4,,0.2818028132862017,0.04001817298462049,2.077518400037661
2439,0.2,5,sqrt,0.33833619451547436,0.037521906765279354,1.283135399920866
2440,0.2,5,log2,0.31912431512541684,0.037928539871093035,1.4354644999839365
2441,0.2,5,,0.3088437796181349,0.03849664255701027,4.484471099916846
2442,0.2,6,sqrt,0.34414399946219243,0.03683615066713501,2.3757060999050736
2443,0.2,6,log2,0.34717870062832323,0.03660287037046892,2.6715385001152754
2444,0.2,6,,0.31415022035841245,0.03794302839520498,7.254794700071216
2445,0.2,7,sqrt,0.35239002278512677,0.036269977761936203,5.186125600012019
2446,0.2,7,log2,0.3443388191365696,0.03649104719801081,5.219489299925044
2447,0.2,7,,0.3266556658390053,0.037197904476193755,17.238626800011843
2448,0.3,0,sqrt,-0.4386519053747886,0.05494400177093222,0.15537519985809922
2449,0.3,0,log2,-0.4744431600192933,0.05501062490451167,0.14659960009157658
2450,0.3,0,,-0.47218483268872036,0.055766574556563045,0.3201614001300186
2451,0.3,1,sqrt,-0.054489147153312434,0.049608337372529926,0.10633450001478195
2452,0.3,1,log2,-0.0639876567105726,0.04905448520112897,0.12887999997474253
2453,0.3,1,,-0.0478016609505969,0.049287937556823314,0.3963893000036478
2454,0.3,2,sqrt,0.10776116153622539,0.045902315630322744,0.22472719987854362
