,split_data,alpha,warm_start,selection,fit_intercept,score,mae,rmse,r2,mape,residuales,time
2033,4,0.5,True,cyclic,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.02118410001276061
2034,4,0.5,True,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.026844199979677796
2035,4,0.5,True,random,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.005747299990616739
2036,4,0.5,False,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.011975200031884015
2037,4,0.5,False,cyclic,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.010133900039363652
2038,4,0.5,False,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.01124530000379309
2039,4,0.5,False,random,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.014065399998798966
2040,4,0.05,True,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.004351900017354637
2041,4,0.05,True,cyclic,False,-6.770086397663438,0.19294742556292127,0.22076813976978493,-6.770086397663438,0.38839702445146906,[0.07721018 0.08024224 0.10856459 ... 0.1635736  0.19524596 0.25434818],0.04740379995200783
2042,4,0.05,True,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.01335659995675087
2043,4,0.05,True,random,False,-6.753614159899344,0.19270455163497813,0.22053400629449016,-6.753614159899344,0.3879437992260983,[0.07748511 0.08051718 0.10883398 ... 0.16329427 0.19497771 0.25407993],0.07067589997313917
2044,4,0.05,False,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.011510199983604252
