,model,mse,rmse,mae,r2,mape,time
181,Bagging,0.010103251255961569,0.10051493051264358,0.06730832147915418,-0.4832326006776777,0.158049750910114,0.7192527999868616
182,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.010886000003665686
183,Boosting,0.007629735835871359,0.08734835909089167,0.051344965282226734,-0.1201020977920928,0.12788590288957055,2.521498200017959
184,DecisionTree,0.007307585206542789,0.08548441499210713,0.04748713048163942,-0.07280798388326404,0.12034177089622958,0.012603799987118691
185,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0026063999976031482
186,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.004282900015823543
187,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.014831700013019145
188,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005943199968896806
189,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.002947300032246858
190,RF,0.008491177372754054,0.09214758473641105,0.059218293684303494,-0.2465681371601982,0.14294599468842203,6.726338599983137
191,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.2564394999644719
192,AdaBoost,0.00764967246459906,0.08746240600737588,0.05308860579897336,-0.12302894351010729,0.13195519651809798,0.3668255000375211
193,Bagging,0.01061429750736162,0.10302571284568537,0.07137283145449305,-0.558258000059229,0.1665225610221865,0.9685937000322156
194,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.004090300004463643
195,Boosting,0.007694942127335347,0.08772081923543205,0.051607554605800694,-0.1296748674697359,0.12852052904072714,2.3586628999910317
196,DecisionTree,0.007307585206542776,0.08548441499210704,0.04748713048163889,-0.07280798388326204,0.12034177089622834,0.013992000021971762
197,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.00411139999050647
198,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.004570199991576374
199,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.015523700043559074
200,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.006868999975267798
201,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.002131100045517087
202,RF,0.008630909975432257,0.09290269089446364,0.0603130343762359,-0.26708192489239546,0.14366193429136645,6.504328700015321
203,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.29971680004382506
204,AdaBoost,0.00736620243762875,0.08582658351366872,0.04983461592421724,-0.08141343037820814,0.12527469524698548,0.45711160002974793
205,Bagging,0.009875323863805274,0.09937466409405002,0.06787193085802748,-0.4497711603879313,0.15994632596494535,0.8202458000159822
206,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.009370499989017844
207,Boosting,0.0076729393332127796,0.08759531570359673,0.051466114286201514,-0.12644469326919494,0.1281208789677398,2.6531316000036895
208,DecisionTree,0.0073075852065427995,0.08548441499210718,0.047487130481639855,-0.07280798388326559,0.12034177089623062,0.014040799986105412
209,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0029288000077940524
210,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0031531000277027488
211,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.015848200011532754
212,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.0068660000106319785
213,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0021698999917134643
214,RF,0.008492546081971237,0.092155011160388,0.059323390564228855,-0.24676907387654246,0.14216900441647343,7.228632999991532
215,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.268096899962984
216,AdaBoost,0.008006405047044198,0.08947851723762636,0.05493523994027282,-0.17539994593314923,0.13532360207677896,0.3210971000371501
217,Bagging,0.010661711828803043,0.10325556560691071,0.07115810521558837,-0.5652187759044731,0.16854351623429104,0.6627428999636322
218,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.030933699978049845
219,Boosting,0.007822975929854356,0.08844758860395435,0.052765467133591974,-0.14847118412798666,0.1302332787248982,2.4425709000206552
220,DecisionTree,0.007307585206542819,0.0854844149921073,0.04748713048164061,-0.07280798388326848,0.12034177089623235,0.016030600003432482
221,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0037136999890208244
222,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0029388999682851136
223,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.01513600000180304
224,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005731600045692176
225,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0024160000029951334
226,RF,0.008398791216578287,0.09164491920765869,0.058435335526918826,-0.23300516072621735,0.1410535239180406,6.550691099953838
227,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.2625471000210382
228,AdaBoost,0.007677626219784725,0.08762206468569846,0.05405436900276991,-0.1271327631571022,0.13366191734677066,0.3286212999955751
229,Bagging,0.009271112667953116,0.09628661728377998,0.06310322738537097,-0.3610684526478307,0.14983287010234733,0.6777375999954529
230,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.012837500020395964
231,Boosting,0.0076032396604744125,0.08719655761825928,0.05108229934850715,-0.11621226172384369,0.1272580787063451,2.4211389000411145
232,DecisionTree,0.007307585206542778,0.08548441499210706,0.04748713048163899,-0.07280798388326248,0.12034177089622856,0.01706079998984933
233,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0030679000192321837
234,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.00533809995977208
235,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.01422200002707541
236,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005548499990254641
237,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.00677250005537644
238,RF,0.008469974855775551,0.0920324663136632,0.05936976889823198,-0.24345544961019971,0.14282864820042787,7.387871699989773
239,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.2623221999965608
240,AdaBoost,0.007239038725436854,0.08508254066162373,0.049927693575211735,-0.06274484946620529,0.1255628002542989,0.3230271000065841
241,Bagging,0.009858200036023395,0.09928846879685171,0.06823677212798177,-0.44725725481723844,0.16217267810848263,0.7218169000116177
242,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.010186500032432377
243,Boosting,0.007592404066938918,0.08713440231584146,0.05109813658246867,-0.11462151581716773,0.12739308910698016,2.6125801000162028
244,DecisionTree,0.007307585206542782,0.08548441499210709,0.04748713048163913,-0.07280798388326293,0.12034177089622888,0.013804599991999567
245,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.006015499995555729
246,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0027337000356055796
247,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.022175899997819215
248,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.0056927999830804765
249,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0026512000476941466
250,RF,0.008668521648041312,0.09310489594023137,0.060325706517525786,-0.2726035988136344,0.14528742488812185,6.55509570002323
251,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.2569798000040464
252,AdaBoost,0.007330509899976343,0.08561839697154078,0.0500043630274324,-0.07617349977510379,0.12533312742127556,0.3870472999988124
253,Bagging,0.00961312716593113,0.09804655611458839,0.06609684336448807,-0.4112787305527843,0.15662076349708573,0.824958199984394
254,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.01394630002323538
255,Boosting,0.007612393604344761,0.08724903211122036,0.05112899494348719,-0.11755612892354961,0.12734404492698448,2.408953099977225
256,DecisionTree,0.007307585206542785,0.0854844149921071,0.047487130481639196,-0.07280798388326337,0.12034177089622904,0.014168800029437989
257,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0025356000405736268
258,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0028477999730966985
259,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.014903099974617362
260,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.006463300029281527
261,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0023206000332720578
262,RF,0.008410687472366543,0.0917098003070912,0.05912216716578962,-0.23475161975847492,0.14189612440276542,6.597244400007185
263,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.2689560999860987
264,AdaBoost,0.007377032510098129,0.08588965310267663,0.05206403610240039,-0.08300336575122058,0.12976449166623463,0.3598144999705255
